date,close,equity
2023-01-02,100.782686673753,1000000.0
2023-01-03,101.20002207701158,1000000.0
2023-01-04,101.48965485521357,1000000.0
2023-01-05,101.3778162309352,1000000.0
2023-01-06,102.79635873436736,1000000.0
2023-01-09,101.9632488171748,1000000.0
2023-01-10,100.59978003582684,1000000.0
2023-01-11,98.15077193252387,1000000.0
2023-01-12,94.18095571197854,1000000.0
2023-01-13,94.7963119935557,1000000.0
2023-01-16,96.0629949938779,1000000.0
2023-01-17,96.02686034144976,1000000.0
2023-01-18,94.15693066973311,1000000.0
2023-01-19,92.95542962108071,1000000.0
2023-01-20,96.7438267972259,1000000.0
2023-01-23,99.21603692175987,1000000.0
2023-01-24,101.53594877512167,1000000.0
2023-01-25,102.51435373867557,1000000.0
2023-01-26,104.09516061549829,1000000.0
2023-01-27,102.89485494732078,998769.0935450306
2023-01-30,101.33193026829375,984390.1864979818
2023-01-31,101.24025062753861,983546.7338030346
2023-02-01,100.24432226833866,974384.192898395
2023-02-02,100.90469731165592,980459.6432969138
2023-02-03,102.03187497338855,990829.6777848541
2023-02-06,102.93182851136113,999109.2503342017
2023-02-07,101.68093601531154,987601.0393705455
2023-02-08,102.96574029433899,999421.2387375981
2023-02-09,104.45402241515424,1013113.4342490984
2023-02-10,104.27673414516474,1011482.382165195
2023-02-13,100.70623314146003,978633.7729311116
2023-02-14,101.57922192804807,986665.2697677216
2023-02-15,99.70486016713113,969421.1415672858
2023-02-16,96.59228623387217,938742.723848338
2023-02-17,100.2608643412893,938742.723848338
2023-02-20,100.78351071618368,938742.723848338
2023-02-21,99.51236905262427,938742.723848338
2023-02-22,99.12281006996234,938742.723848338
2023-02-23,100.55011981273267,938742.723848338
2023-02-24,100.59211844937852,938742.723848338
2023-02-27,98.73791881210701,938742.723848338
2023-02-28,97.52953514392296,938742.723848338
2023-03-01,97.05900723786183,938742.723848338
2023-03-02,97.73658205109707,938742.723848338
2023-03-03,97.50627723482954,938742.723848338
2023-03-06,97.55481153721148,938742.723848338
2023-03-07,97.0028282227631,938742.723848338
2023-03-08,96.12566784265204,938742.723848338
2023-03-09,95.20034228581483,938742.723848338
2023-03-10,94.88964198806342,938742.723848338
2023-03-13,97.07695527145675,938742.723848338
2023-03-14,98.84426671102952,938742.723848338
2023-03-15,97.29134002340295,938742.723848338
2023-03-16,97.98363949463396,938742.723848338
2023-03-17,98.9824403317369,937597.2327305842
2023-03-20,100.05943441093828,947182.4800354766
2023-03-21,101.59890463842518,960883.76506011
2023-03-22,102.88303408976608,972312.5171770441
2023-03-23,101.72715147572701,962025.1619120963
2023-03-24,101.61442403078154,961021.8876520816
2023-03-27,101.42260301491683,959314.6806108856
2023-03-28,99.59457935772359,943045.2700618658
2023-03-29,101.79350647332421,962615.7213907114
2023-03-30,98.76454113312157,935657.9298629079
2023-03-31,95.86594769211908,909860.4482379857
2023-04-03,99.23862146219479,939877.2447916594
2023-04-04,99.96727698445595,946362.2789397838
2023-04-05,101.43103398872799,957314.5965691189
2023-04-06,101.27012645268883,957314.5965691189
2023-04-07,102.9482190774231,956136.597159575
2023-04-10,103.88076883780433,964343.0350509298
2023-04-11,102.8279314043096,955078.0656361762
2023-04-12,104.68045736174423,971380.2940616009
2023-04-13,104.17805019934536,966959.1110324909
2023-04-14,105.40337950528622,977742.0089247704
2023-04-17,103.17703076574718,958150.1400168268
2023-04-18,104.37450951891778,968687.9530447281
2023-04-19,105.16712159659205,975662.9393282618
2023-04-20,105.41128294152034,977811.5591636307
2023-04-21,104.71926391532406,971721.7917331035
2023-04-24,104.34478373961105,968426.3661868289
2023-04-25,106.9095862738616,990996.6284882338
2023-04-26,112.31488013767657,1038563.2144898055
2023-04-27,108.41481936316121,1004242.6796740703
2023-04-28,111.10047888064996,1027876.4834279714
2023-05-01,111.3659130950204,1030212.3045144313
2023-05-02,114.75355154995972,1060023.5229178972
2023-05-03,114.46058115429076,1057445.3834360105
2023-05-04,115.05912955383164,1062712.6093519703
2023-05-05,111.61219078202001,1032379.5481600277
2023-05-08,111.9339928603398,1035211.4064492419
2023-05-09,110.71528144478293,1024486.7459923414
2023-05-10,112.02205898644759,1035986.3883589904
2023-05-11,111.40926767865584,1030593.824850423
2023-05-12,108.62206772778632,1006066.4652827713
2023-05-15,109.57631447820818,1014463.8366864836
2023-05-16,106.67854509367403,986805.5127524431
2023-05-17,107.79676556482268,986805.5127524431
2023-05-18,108.44122615198673,986805.5127524431
2023-05-19,109.7940373871543,986805.5127524431
2023-05-22,105.84562938719391,986805.5127524431
2023-05-23,108.12284666171306,986805.5127524431
2023-05-24,108.24619138615515,986805.5127524431
2023-05-25,105.72336274601764,986805.5127524431
2023-05-26,107.20314323728026,986805.5127524431
2023-05-29,110.35382578751233,986805.5127524431
2023-05-30,109.64266564839902,986805.5127524431
2023-05-31,108.32515211103382,986805.5127524431
2023-06-01,107.53594709584927,986805.5127524431
2023-06-02,101.2104246966394,986805.5127524431
2023-06-05,99.70632673161425,986805.5127524431
2023-06-06,95.30958871742247,986805.5127524431
2023-06-07,96.99430557682685,986805.5127524431
2023-06-08,96.78775874143332,986805.5127524431
2023-06-09,96.45043284020906,986805.5127524431
2023-06-12,97.70887690759801,986805.5127524431
2023-06-13,94.05685697513366,986805.5127524431
2023-06-14,96.30544182917885,986805.5127524431
2023-06-15,94.46844204276353,986805.5127524431
2023-06-16,93.873853843776,986805.5127524431
2023-06-19,95.29914138684599,986805.5127524431
2023-06-20,98.56901411396515,986805.5127524431
2023-06-21,99.2973047390652,986805.5127524431
2023-06-22,100.04009586158836,986805.5127524431
2023-06-23,101.04852527681219,986805.5127524431
2023-06-26,103.14269825404547,985598.4646975857
2023-06-27,103.03323290926882,984613.2765945958
2023-06-28,101.94461005309033,974815.6708889893
2023-06-29,99.20156015296554,950128.2217878663
2023-06-30,100.63046301241134,962988.3475228784
2023-07-03,101.39956469718945,969910.2626858815
2023-07-04,106.52915854327756,1016076.6073006744
2023-07-05,104.73762234320812,999952.7815000494
2023-07-06,102.71403871058344,981740.5288064274
2023-07-07,103.15287962481659,985690.0970345257
2023-07-10,103.81054054821917,991609.0453451489
2023-07-11,103.91158326085798,992518.4297588982
2023-07-12,104.50765657781376,997883.0896115003
2023-07-13,107.4145086791406,1024044.7585234417
2023-07-14,108.22368662641301,1031327.3600488935
2023-07-17,108.53078477107051,1034091.2433508111
2023-07-18,108.83444152863953,1036824.1541689322
2023-07-19,108.73452165274628,1035924.875285893
2023-07-20,108.27554853744992,1031794.1172482257
2023-07-21,108.84950464442377,1036959.7222109904
2023-07-24,106.34577333974183,1014426.1404688528
2023-07-25,105.57640768015762,1007501.8495325949
2023-07-26,104.508576316143,997891.3672564635
2023-07-27,101.45333647687234,968295.311641993
2023-07-28,101.80014004313966,968295.311641993
2023-07-31,98.52662743499376,968295.311641993
2023-08-01,102.38182065787669,968295.311641993
2023-08-02,100.26044197803989,968295.311641993
2023-08-03,98.40464026566397,968295.311641993
2023-08-04,97.34335272282698,968295.311641993
2023-08-07,98.57946504533778,968295.311641993
2023-08-08,102.24513705954803,968295.311641993
2023-08-09,106.08472420153268,968295.311641993
2023-08-10,105.43583011406945,968295.311641993
2023-08-11,106.60470073467359,968295.311641993
2023-08-14,102.54251318828396,967108.6209758945
2023-08-15,101.60065148079869,958726.0517792755
2023-08-16,101.11841534648698,954434.1501839014
2023-08-17,102.02233509921707,962479.0359831991
2023-08-18,98.91296615017468,932782.0483426461
2023-08-21,97.91309969587952,932782.0483426461
2023-08-22,101.04602961339508,932782.0483426461
2023-08-23,97.7464360361098,932782.0483426461
2023-08-24,101.2400523526205,932782.0483426461
2023-08-25,102.19519408519045,932782.0483426461
2023-08-28,101.44894068260093,932782.0483426461
2023-08-29,102.19046600040849,932782.0483426461
2023-08-30,104.9007496551398,931636.267806523
2023-08-31,104.51003174409446,928354.2373537421
2023-09-01,98.72235531782559,879737.7553730835
2023-09-04,98.38411863982199,874996.8604603074
2023-09-05,97.10320741370529,874996.8604603074
2023-09-06,98.9691210530252,874996.8604603074
2023-09-07,96.59617911045932,874996.8604603074
2023-09-08,96.97756376903017,874996.8604603074
2023-09-11,97.98574750495264,874996.8604603074
2023-09-12,96.03279407540954,874996.8604603074
2023-09-13,96.39805934524013,874996.8604603074
2023-09-14,96.60923982241748,874996.8604603074
2023-09-15,94.45973921807607,874996.8604603074
2023-09-18,92.95875034866347,874996.8604603074
2023-09-19,95.54847757911658,874996.8604603074
2023-09-20,98.54341097383478,874996.8604603074
2023-09-21,98.62715946879823,874996.8604603074
2023-09-22,99.85886463124586,874996.8604603074
2023-09-25,97.25294213806383,874996.8604603074
2023-09-26,98.33263637876647,873922.8202728078
2023-09-27,97.02282201442544,862920.3796123433
2023-09-28,96.92052268488447,862061.0652441991
2023-09-29,102.85492214310929,911910.0206932876
2023-10-02,101.63702988091015,901679.7256908148
2023-10-03,102.39527905714844,908049.0187712164
2023-10-04,102.443947413175,908457.8329618395
2023-10-05,103.63835769567278,918490.8793348209
2023-10-06,105.89812405081828,937472.916718043
2023-10-09,107.96827714626411,954862.2027197881
2023-10-10,108.26132260537622,957323.7845763298
2023-10-11,106.49316787406448,942471.2848333112
2023-10-12,109.81400968239954,970366.3560233257
2023-10-13,109.09584065571511,964333.7361991764
2023-10-16,106.51529453391187,942657.1487760292
2023-10-17,106.19768070649624,939989.192625738
2023-10-18,106.2307517902547,940266.989729309
2023-10-19,106.1821495653874,939858.7310404237
2023-10-20,107.24414036923417,948779.4537927366
2023-10-23,107.11163165256607,947666.3805727245
2023-10-24,108.35828068165789,958138.2324170958
2023-10-25,109.44039489598441,967227.9918174386
2023-10-26,109.1371994446123,964681.1500259129
2023-10-27,107.61985928273367,951935.4926661324
2023-10-30,104.73421862094467,927696.1111071048
2023-10-31,107.22922361924054,948654.15309279
2023-11-01,108.27927217713005,957474.560979062
2023-11-02,106.35304292759125,939240.6558688037
2023-11-03,107.59646650128145,939240.6558688037
2023-11-06,109.5474487530559,938086.8550331336
2023-11-07,110.40655479352009,945045.6139608935
